set_id,set_name,year,count_pieces,era,minifig_id,character,factions,portrayal
75106-1,Imperial Assault Carrier,2015,1216,Age of Rebellion,SW0621,TIE Fighter Pilot,Galactic Empire,antagonist
75106-1,Imperial Assault Carrier,2015,1216,Age of Rebellion,SW0623,Cumberlayne Aresko,Galactic Empire,antagonist
75106-1,Imperial Assault Carrier,2015,1216,Age of Rebellion,SW0647,Agent Kallus,Galactic Empire,antagonist
75106-1,Imperial Assault Carrier,2015,1216,Age of Rebellion,SW0648,Imperial Astromech Droid,Galactic Empire,antagonist
75131-1,Resistance Trooper Battle Pack,2016,112,Rise of the First Order,SW0696,Resistance Trooper,Resistance,protagonist
75131-1,Resistance Trooper Battle Pack,2016,112,Rise of the First Order,SW0697,Resistance Trooper,Resistance,protagonist
75131-1,Resistance Trooper Battle Pack,2016,112,Rise of the First Order,SW0698,Resistance Trooper,Resistance,protagonist
75131-1,Resistance Trooper Battle Pack,2016,112,Rise of the First Order,SW0699,Resistance Officer,Resistance,protagonist
75132-1,First Order Battle Pack,2016,88,Rise of the First Order,SW0667,First Order Stormtrooper,First Order,antagonist
75132-1,First Order Battle Pack,2016,88,Rise of the First Order,SW0671,First Order Crew Member,First Order,antagonist
75132-1,First Order Battle Pack,2016,88,Rise of the First Order,SW0694,First Order Crew Member,First Order,antagonist
75132-1,First Order Battle Pack,2016,88,Rise of the First Order,SW0695,First Order Stormtrooper,First Order,antagonist
75135-1,Obi-Wan's Jedi Interceptor,2016,215,Fall of the Jedi,SW0704,Obi-Wan Kenobi,"Jedi Order, Galactic Republic",protagonist
75135-1,Obi-Wan's Jedi Interceptor,2016,215,Fall of the Jedi,SW0706,R4-P17,Galactic Republic,protagonist
75136-1,Droid Escape Pod,2016,197,Age of Rebellion,SW0527,R2-D2,Rebel Alliance,protagonist
75136-1,Droid Escape Pod,2016,197,Age of Rebellion,SW0560,Jawa,none,neutral
75136-1,Droid Escape Pod,2016,197,Age of Rebellion,SW0590,Jawa,none,neutral
75136-1,Droid Escape Pod,2016,197,Age of Rebellion,SW0700,C-3PO,Rebel Alliance,protagonist
75137-1,Carbon-Freezing Chamber,2016,231,Age of Rebellion,SW0710,Ugnaught,none,neutral
75137-1,Carbon-Freezing Chamber,2016,231,Age of Rebellion,SW0711,Boba Fett,Galactic Empire,antagonist
75137-1,Carbon-Freezing Chamber,2016,231,Age of Rebellion,SW0714,Han Solo,Rebel Alliance,protagonist
75137-1,Carbon-Freezing Chamber,2016,231,Age of Rebellion,SW0978,Han Solo,Rebel Alliance,protagonist
75138-1,Hoth Attack,2016,233,Age of Rebellion,SW0568,Snowtrooper,Galactic Empire,antagonist
75138-1,Hoth Attack,2016,233,Age of Rebellion,SW0708,Hoth Rebel Trooper,Rebel Alliance,protagonist
75138-1,Hoth Attack,2016,233,Age of Rebellion,SW0709,Han Solo,Rebel Alliance,protagonist
75138-1,Hoth Attack,2016,233,Age of Rebellion,SW0712,Imperial Probe Droid,Galactic Empire,antagonist
75139-1,Battle on Takodana,2016,409,Rise of the First Order,SW0667,First Order Stormtrooper,First Order,antagonist
75139-1,Battle on Takodana,2016,409,Rise of the First Order,SW0676,Finn,Resistance,protagonist
75139-1,Battle on Takodana,2016,409,Rise of the First Order,SW0703,Maz Kanata,Resistance,protagonist
75139-1,Battle on Takodana,2016,409,Rise of the First Order,SW0717,Kylo Ren,First Order,antagonist
75140-1,Resistance Troop Transporter,2016,646,Rise of the First Order,SW0718,Princess Leia,Resistance,protagonist
75140-1,Resistance Troop Transporter,2016,646,Rise of the First Order,SW0719,Admiral Ackbar,Resistance,protagonist
75140-1,Resistance Troop Transporter,2016,646,Rise of the First Order,SW0720,Resistance Trooper,Resistance,protagonist
75140-1,Resistance Troop Transporter,2016,646,Rise of the First Order,SW0721,Resistance Trooper,Resistance,protagonist
75141-1,Kanan's Speeder Bike,2016,234,Age of Rebellion,SW0578,Stormtrooper,Galactic Empire,antagonist
75141-1,Kanan's Speeder Bike,2016,234,Age of Rebellion,SW0602,Kanan Jarrus,"Rebel Alliance, The Spectres",protagonist
75141-1,Kanan's Speeder Bike,2016,234,Age of Rebellion,SW0702,Imperial Combat Driver,Galactic Empire,antagonist
75142-1,Homing Spider Droid,2016,310,Fall of the Jedi,SW0001,Battle Droid,Confederation of Independent Systems,antagonist
75142-1,Homing Spider Droid,2016,310,Fall of the Jedi,SW0519,Clone Trooper,Galactic Republic,protagonist
75142-1,Homing Spider Droid,2016,310,Fall of the Jedi,SW0707,Yoda,"Jedi Order, Galactic Republic",protagonist
75142-1,Homing Spider Droid,2016,310,Fall of the Jedi,SW0966,Dwarf Spider Droid,Confederation of Independent Systems,antagonist
75148-1,Encounter on Jakku,2016,530,Rise of the First Order,SW0661,BB-8,Resistance,protagonist
75148-1,Encounter on Jakku,2016,530,Rise of the First Order,SW0677,Rey,Resistance,protagonist
75148-1,Encounter on Jakku,2016,530,Rise of the First Order,SW0739,Unkar Plutt,none,antagonist
75148-1,Encounter on Jakku,2016,530,Rise of the First Order,SW0740,Teedo,none,antagonist
75149-1,Resistance X-wing Fighter,2016,740,Rise of the First Order,SW0661,BB-8,Resistance,protagonist
75149-1,Resistance X-wing Fighter,2016,740,Rise of the First Order,SW0666,First Order Flametrooper,First Order,antagonist
75149-1,Resistance X-wing Fighter,2016,740,Rise of the First Order,SW0737,Poe Dameron,Resistance,protagonist
75149-1,Resistance X-wing Fighter,2016,740,Rise of the First Order,SW0738,Lor San Tekka,Resistance,protagonist
75150-1,Vader's TIE Advanced vs. A-wing Starfighter,2016,702,Age of Rebellion,SW0741,Grand Moff Tarkin,Galactic Empire,antagonist
75150-1,Vader's TIE Advanced vs. A-wing Starfighter,2016,702,Age of Rebellion,SW0742,Sabine Wren,"Rebel Alliance, The Spectres",protagonist
75150-1,Vader's TIE Advanced vs. A-wing Starfighter,2016,702,Age of Rebellion,SW0743,A-wing Pilot,Rebel Alliance,protagonist
75150-1,Vader's TIE Advanced vs. A-wing Starfighter,2016,702,Age of Rebellion,SW0744,Darth Vader,"Sith Order, Galactic Empire",antagonist
75151-1,Clone Turbo Tank,2016,903,Fall of the Jedi,SW0001,Battle Droid,Confederation of Independent Systems,antagonist
75151-1,Clone Turbo Tank,2016,903,Fall of the Jedi,SW0518,Clone Trooper,Galactic Republic,protagonist
75151-1,Clone Turbo Tank,2016,903,Fall of the Jedi,SW0528,Commander Gree,Galactic Republic,protagonist
75151-1,Clone Turbo Tank,2016,903,Fall of the Jedi,SW0745,Luminara Unduli,"Jedi Order, Galactic Republic",protagonist
75151-1,Clone Turbo Tank,2016,903,Fall of the Jedi,SW0746,Quinlan Vos,"Jedi Order, Galactic Republic",protagonist
75152-1,Imperial Assault Hovertank,2016,385,Age of Rebellion,SW0789,Chirrut Îmwe,Rebel Alliance,protagonist
75152-1,Imperial Assault Hovertank,2016,385,Age of Rebellion,SW0795,Imperial Hovertank Pilot,Galactic Empire,antagonist
75153-1,AT-ST Walker,2016,449,Age of Rebellion,SW0783,Baze Malbus,Rebel Alliance,protagonist
75153-1,AT-ST Walker,2016,449,Age of Rebellion,SW0784,Rebel Trooper,Rebel Alliance,protagonist
75153-1,AT-ST Walker,2016,449,Age of Rebellion,SW0797,AT-ST Driver,Galactic Empire,antagonist
75154-1,TIE Striker,2016,543,Age of Rebellion,SW0785,Imperial Ground Crew,Galactic Empire,antagonist
75154-1,TIE Striker,2016,543,Age of Rebellion,SW0786,Rebel Trooper,Rebel Alliance,protagonist
75154-1,TIE Striker,2016,543,Age of Rebellion,SW0787,Shoretrooper,Galactic Empire,antagonist
75154-1,TIE Striker,2016,543,Age of Rebellion,SW0788,TIE Fighter Pilot,Galactic Empire,antagonist
75155-1,Rebel U-wing Fighter,2016,659,Age of Rebellion,SW0780,Bistan,Rebel Alliance,protagonist
75155-1,Rebel U-wing Fighter,2016,659,Age of Rebellion,SW0790,Cassian Andor,Rebel Alliance,protagonist
75155-1,Rebel U-wing Fighter,2016,659,Age of Rebellion,SW0791,Jyn Erso,Rebel Alliance,protagonist
75155-1,Rebel U-wing Fighter,2016,659,Age of Rebellion,SW0792,Rebel Trooper,Rebel Alliance,protagonist
75155-1,Rebel U-wing Fighter,2016,659,Age of Rebellion,SW0793,U-wing Pilot,Rebel Alliance,protagonist
75156-1,Krennic's Imperial Shuttle,2016,863,Age of Rebellion,SW0781,Director Orson Krennic,Galactic Empire,antagonist
75156-1,Krennic's Imperial Shuttle,2016,863,Age of Rebellion,SW0782,K-2SO,Rebel Alliance,protagonist
75156-1,Krennic's Imperial Shuttle,2016,863,Age of Rebellion,SW0794,Bodhi Rook,Rebel Alliance,protagonist
75156-1,Krennic's Imperial Shuttle,2016,863,Age of Rebellion,SW0796,Imperial Death Trooper,Galactic Empire,antagonist
75156-1,Krennic's Imperial Shuttle,2016,863,Age of Rebellion,SW0798,Pao,Rebel Alliance,protagonist
75157-1,Captain Rex's AT-TE,2016,972,Age of Rebellion,SW0578,Stormtrooper,Galactic Empire,antagonist
75157-1,Captain Rex's AT-TE,2016,972,Age of Rebellion,SW0747,Fifth Brother,"Galactic Empire, Inquisitorius",antagonist
75157-1,Captain Rex's AT-TE,2016,972,Age of Rebellion,SW0748,Commander Gregor,Rebel Alliance,protagonist
75157-1,Captain Rex's AT-TE,2016,972,Age of Rebellion,SW0749,Captain Rex,Rebel Alliance,protagonist
75157-1,Captain Rex's AT-TE,2016,972,Age of Rebellion,SW0750,Commander Wolffe,Rebel Alliance,protagonist
75158-1,Rebel Combat Frigate,2016,936,Age of Rebellion,SW0565,C1-10P (Chopper),Rebel Alliance,protagonist
75158-1,Rebel Combat Frigate,2016,936,Age of Rebellion,SW0574,Ezra Bridger,Rebel Alliance,protagonist
75158-1,Rebel Combat Frigate,2016,936,Age of Rebellion,SW0625,Agent Kallus,Galactic Empire,antagonist
75158-1,Rebel Combat Frigate,2016,936,Age of Rebellion,SW0758,Commander Sato,Rebel Alliance,protagonist
75158-1,Rebel Combat Frigate,2016,936,Age of Rebellion,SW0759,Ahsoka Tano,Rebel Alliance,protagonist
75164-1,Rebel Trooper Battle Pack,2017,120,Age of Rebellion,SW0803,Rebel Trooper,Rebel Alliance,protagonist
75164-1,Rebel Trooper Battle Pack,2017,120,Age of Rebellion,SW0804,Rebel Trooper,Rebel Alliance,protagonist
75164-1,Rebel Trooper Battle Pack,2017,120,Age of Rebellion,SW0805,Rebel Trooper,Rebel Alliance,protagonist
75164-1,Rebel Trooper Battle Pack,2017,120,Age of Rebellion,SW0806,Rebel Trooper,Rebel Alliance,protagonist
75165-1,Imperial Trooper Battle Pack,2017,112,Age of Rebellion,SW0585,Stormtrooper,Galactic Empire,antagonist
75165-1,Imperial Trooper Battle Pack,2017,112,Age of Rebellion,SW0807,Imperial Death Trooper,Galactic Empire,antagonist
75166-1,First Order Transport Speeder Battle Pack,2017,117,Rise of the First Order,SW0666,First Order Flametrooper,First Order,antagonist
75166-1,First Order Transport Speeder Battle Pack,2017,117,Rise of the First Order,SW0667,First Order Stormtrooper,First Order,antagonist
75166-1,First Order Transport Speeder Battle Pack,2017,117,Rise of the First Order,SW0832,First Order Officer,First Order,antagonist
75168-1,Yoda's Jedi Starfighter,2017,262,Fall of the Jedi,SW0527,R2-D2,Galactic Republic,protagonist
75168-1,Yoda's Jedi Starfighter,2017,262,Fall of the Jedi,SW0707,Yoda,"Jedi Order, Galactic Republic",protagonist
75169-1,Duel on Naboo,2017,208,Fall of the Jedi,SW0808,Darth Maul,"Sith Order, Shadow Collective",antagonist
75169-1,Duel on Naboo,2017,208,Fall of the Jedi,SW0810,Qui-Gon Jinn,"Jedi Order, Galactic Republic",protagonist
75169-1,Duel on Naboo,2017,208,Fall of the Jedi,SW0812,Obi-Wan Kenobi,"Jedi Order, Galactic Republic",protagonist
75170-1,The Phantom,2017,269,Age of Rebellion,SW0565,C1-10P (Chopper),Rebel Alliance,protagonist
75170-1,The Phantom,2017,269,Age of Rebellion,SW0811,Grand Admiral Thrawn,Galactic Empire,antagonist
75170-1,The Phantom,2017,269,Age of Rebellion,SW0817,Kanan Jarrus,"Rebel Alliance, The Spectres",protagonist
75171-1,Battle on Scarif,2017,419,Age of Rebellion,SW0813,Cassian Andor,Rebel Alliance,protagonist
75171-1,Battle on Scarif,2017,419,Age of Rebellion,SW0814,Jyn Erso,Rebel Alliance,protagonist
75171-1,Battle on Scarif,2017,419,Age of Rebellion,SW0815,Shoretrooper,Galactic Empire,antagonist
75172-1,Y-wing Starfighter,2017,691,Age of Rebellion,SW0585,Stormtrooper,Galactic Empire,antagonist
75172-1,Y-wing Starfighter,2017,691,Age of Rebellion,SW0793,U-wing Pilot,Rebel Alliance,protagonist
75172-1,Y-wing Starfighter,2017,691,Age of Rebellion,SW0809,R3-S1,Rebel Alliance,protagonist
75172-1,Y-wing Starfighter,2017,691,Age of Rebellion,SW0816,Admiral Raddus,Rebel Alliance,protagonist
75172-1,Y-wing Starfighter,2017,691,Age of Rebellion,SW0824,Moroff,Rebel Alliance,protagonist
75173-1,Luke's Landspeeder,2017,149,Age of Rebellion,SW0552,Obi-Wan Kenobi,Rebel Alliance,protagonist
75173-1,Luke's Landspeeder,2017,149,Age of Rebellion,SW0620,Tusken Raider,none,antagonist
75173-1,Luke's Landspeeder,2017,149,Age of Rebellion,SW0700,C-3PO,Rebel Alliance,protagonist
75173-1,Luke's Landspeeder,2017,149,Age of Rebellion,SW0778,Luke Skywalker,Rebel Alliance,protagonist
75174-1,Desert Skiff Escape,2017,277,Age of Rebellion,SW0532,Chewbacca,Rebel Alliance,protagonist
75174-1,Desert Skiff Escape,2017,277,Age of Rebellion,SW0821,Weequay Skiff Guard,Hutt Clan,antagonist
75174-1,Desert Skiff Escape,2017,277,Age of Rebellion,SW0822,Boba Fett,Galactic Empire,antagonist
75174-1,Desert Skiff Escape,2017,277,Age of Rebellion,SW0823,Han Solo,Rebel Alliance,protagonist
75175-1,A-wing Starfighter,2017,358,Age of Rebellion,SW0818,Lando Calrissian,Rebel Alliance,protagonist
75175-1,A-wing Starfighter,2017,358,Age of Rebellion,SW0819,A-wing Pilot,Rebel Alliance,protagonist
75175-1,A-wing Starfighter,2017,358,Age of Rebellion,SW0820,Rebel Engineer,Rebel Alliance,protagonist
75176-1,Resistance Transport Pod,2017,294,Rise of the First Order,SW0661,BB-8,Resistance,protagonist
75176-1,Resistance Transport Pod,2017,294,Rise of the First Order,SW0857,Rose Tico,Resistance,protagonist
75176-1,Resistance Transport Pod,2017,294,Rise of the First Order,SW0858,Finn,Resistance,protagonist
75177-1,First Order Heavy Scout Walker,2017,554,Rise of the First Order,SW0666,First Order Flametrooper,First Order,antagonist
75177-1,First Order Heavy Scout Walker,2017,554,Rise of the First Order,SW0671,First Order Crew Member,First Order,antagonist
75177-1,First Order Heavy Scout Walker,2017,554,Rise of the First Order,SW0853,Resistance Trooper,Resistance,protagonist
75177-1,First Order Heavy Scout Walker,2017,554,Rise of the First Order,SW0854,General Hux,First Order,antagonist
75178-1,Jakku Quadjumper,2017,457,Rise of the First Order,SW0661,BB-8,Resistance,protagonist
75178-1,Jakku Quadjumper,2017,457,Rise of the First Order,SW0676,Finn,Resistance,protagonist
75178-1,Jakku Quadjumper,2017,457,Rise of the First Order,SW0677,Rey,Resistance,protagonist
75178-1,Jakku Quadjumper,2017,457,Rise of the First Order,SW0723,Unkar's Brute,none,antagonist
75178-1,Jakku Quadjumper,2017,457,Rise of the First Order,SW0842,First Order Stormtrooper,First Order,antagonist
75179-1,Kylo Ren's TIE Fighter,2017,630,Rise of the First Order,SW0667,First Order Stormtrooper,First Order,antagonist
75179-1,Kylo Ren's TIE Fighter,2017,630,Rise of the First Order,SW0855,BB-9E,First Order,antagonist
75179-1,Kylo Ren's TIE Fighter,2017,630,Rise of the First Order,SW0859,Kylo Ren,First Order,antagonist
75179-1,Kylo Ren's TIE Fighter,2017,630,Rise of the First Order,SW0860,First Order TIE Fighter Pilot,First Order,antagonist
75180-1,Rathtar Escape,2017,836,Rise of the First Order,SW0532,Chewbacca,Resistance,protagonist
75180-1,Rathtar Escape,2017,836,Rise of the First Order,SW0839,Guavian Security Soldier,Guavian Death Gang,antagonist
75180-1,Rathtar Escape,2017,836,Rise of the First Order,SW0840,Bala-Tik,Guavian Death Gang,antagonist
75180-1,Rathtar Escape,2017,836,Rise of the First Order,SW0841,Han Solo,Resistance,protagonist
75182-1,Republic Fighter Tank,2017,305,Fall of the Jedi,SW0001,Battle Droid,Confederation of Independent Systems,antagonist
75182-1,Republic Fighter Tank,2017,305,Fall of the Jedi,SW0833,Aayla Secura,"Jedi Order, Galactic Republic",protagonist
75182-1,Republic Fighter Tank,2017,305,Fall of the Jedi,SW0837,Clone Trooper Gunner,Galactic Republic,protagonist
75183-1,Darth Vader Transformation,2017,282,Fall of the Jedi,SW0634,Palpatine,"Sith Order, Galactic Republic, Confederation of Independent Systems, Galactic Empire",antagonist
75183-1,Darth Vader Transformation,2017,282,Fall of the Jedi,SW0829,Darth Vader,"Sith Order, Galactic Republic, Galactic Empire",antagonist
75183-1,Darth Vader Transformation,2017,282,Fall of the Jedi,SW0834,Darth Vader,"Sith Order, Galactic Republic, Galactic Empire",antagonist
75183-1,Darth Vader Transformation,2017,282,Fall of the Jedi,SW0835,DD-13 Medical Assistant Droid,Galactic Republic,neutral
75183-1,Darth Vader Transformation,2017,282,Fall of the Jedi,SW0836,FX-6 Medical Assistant Droid,Galactic Republic,neutral
75183-1,Darth Vader Transformation,2017,282,Fall of the Jedi,SW0838,Prowler 1000 Exploration Droid,Galactic Republic,neutral
75188-2,Resistance Bomber,2018,778,Rise of the First Order,SW0862,Resistance Bombardier,Resistance,protagonist
75188-2,Resistance Bomber,2018,778,Rise of the First Order,SW0863,Vice Admiral Holdo,Resistance,protagonist
75188-2,Resistance Bomber,2018,778,Rise of the First Order,SW0864,Paige Tico,Resistance,protagonist
75188-2,Resistance Bomber,2018,778,Rise of the First Order,SW0865,Poe Dameron,Resistance,protagonist
75188-2,Resistance Bomber,2018,778,Rise of the First Order,SW1005,Finch Dallow,Resistance,protagonist
75188-3,Resistance Bomber,2017,778,Rise of the First Order,SW0861,Resistance Bomber Pilot,Resistance,protagonist
75188-3,Resistance Bomber,2017,778,Rise of the First Order,SW0862,Resistance Bombardier,Resistance,protagonist
75188-3,Resistance Bomber,2017,778,Rise of the First Order,SW0863,Vice Admiral Holdo,Resistance,protagonist
75188-3,Resistance Bomber,2017,778,Rise of the First Order,SW0864,Paige Tico,Resistance,protagonist
75188-3,Resistance Bomber,2017,778,Rise of the First Order,SW0865,Poe Dameron,Resistance,protagonist
75189-1,First Order Heavy Assault Walker,2017,1376,Rise of the First Order,SW0667,First Order Stormtrooper,First Order,antagonist
75189-1,First Order Heavy Assault Walker,2017,1376,Rise of the First Order,SW0866,Rey,Resistance,protagonist
75189-1,First Order Heavy Assault Walker,2017,1376,Rise of the First Order,SW0867,Resistance Trooper,Resistance,protagonist
75189-1,First Order Heavy Assault Walker,2017,1376,Rise of the First Order,SW0868,Poe Dameron,Resistance,protagonist
75189-1,First Order Heavy Assault Walker,2017,1376,Rise of the First Order,SW0869,AT-M6 Driver,First Order,antagonist
75190-1,First Order Star Destroyer,2017,1416,Rise of the First Order,SW0667,First Order Stormtrooper,First Order,antagonist
75190-1,First Order Star Destroyer,2017,1416,Rise of the First Order,SW0855,BB-9E,First Order,antagonist
75190-1,First Order Star Destroyer,2017,1416,Rise of the First Order,SW0856,Supreme Leader Snoke,First Order,antagonist
75190-1,First Order Star Destroyer,2017,1416,Rise of the First Order,SW0870,First Order Officer,First Order,antagonist
75190-1,First Order Star Destroyer,2017,1416,Rise of the First Order,SW0871,First Order Shuttle Pilot,First Order,antagonist
75190-1,First Order Star Destroyer,2017,1416,Rise of the First Order,SW0872,First Order Stormtrooper Officer,First Order,antagonist
75190-1,First Order Star Destroyer,2017,1416,Rise of the First Order,SW0873,IT-000 Interrogator Droid,First Order,antagonist
75191-1,Jedi Starfighter with Hyperdrive,2017,825,Fall of the Jedi,SW0706,R4-P17,Galactic Republic,protagonist
75191-1,Jedi Starfighter with Hyperdrive,2017,825,Fall of the Jedi,SW0844,Boba Fett,none,antagonist
75191-1,Jedi Starfighter with Hyperdrive,2017,825,Fall of the Jedi,SW0845,Jango Fett,Confederation of Independent Systems,antagonist
75191-1,Jedi Starfighter with Hyperdrive,2017,825,Fall of the Jedi,SW0846,Obi-Wan Kenobi,"Jedi Order, Galactic Republic",protagonist
75197-1,First Order Specialists Battle Pack,2018,108,Rise of the First Order,SW0671,First Order Crew Member,First Order,antagonist
75197-1,First Order Specialists Battle Pack,2018,108,Rise of the First Order,SW0871,First Order Shuttle Pilot,First Order,antagonist
75197-1,First Order Specialists Battle Pack,2018,108,Rise of the First Order,SW0886,First Order Stormtrooper Executioner,First Order,antagonist
75198-1,Tatooine Battle Pack,2018,97,Age of Rebellion,SW0620,Tusken Raider,none,antagonist
75198-1,Tatooine Battle Pack,2018,97,Age of Rebellion,SW0895,R3-T2,none,neutral
75198-1,Tatooine Battle Pack,2018,97,Age of Rebellion,SW0896,Jawa,none,neutral
75198-1,Tatooine Battle Pack,2018,97,Age of Rebellion,SW0897,Jawa,none,neutral
75199-1,General Grievous' Combat Speeder,2018,157,Fall of the Jedi,SW0515,General Grievous,Confederation of Independent Systems,antagonist
75199-1,General Grievous' Combat Speeder,2018,157,Fall of the Jedi,SW0889,Mace Windu,"Jedi Order, Galactic Republic",protagonist
75200-1,Ahch-To Island Training,2018,241,Rise of the First Order,SW0887,Luke Skywalker,Resistance,protagonist
75200-1,Ahch-To Island Training,2018,241,Rise of the First Order,SW0888,Rey,Resistance,protagonist
75201-1,First Order AT-ST,2018,370,Rise of the First Order,SW0661,BB-8,Resistance,protagonist
75201-1,First Order AT-ST,2018,370,Rise of the First Order,SW0900,Finn,Resistance,protagonist
75201-1,First Order AT-ST,2018,370,Rise of the First Order,SW0901,Rose Tico,Resistance,protagonist
75201-1,First Order AT-ST,2018,370,Rise of the First Order,SW0904,Captain Phasma,First Order,antagonist
75202-1,Defense of Crait,2018,746,Rise of the First Order,SW0657,First Order Snowtrooper,First Order,antagonist
75202-1,Defense of Crait,2018,746,Rise of the First Order,SW0890,Poe Dameron,Resistance,protagonist
75202-1,Defense of Crait,2018,746,Rise of the First Order,SW0891,General Ematt,Resistance,protagonist
75202-1,Defense of Crait,2018,746,Rise of the First Order,SW0892,Resistance Trooper,Resistance,protagonist
75203-1,Hoth Medical Chamber,2018,255,Age of Rebellion,SW0956,2-1B,Rebel Alliance,neutral
75203-1,Hoth Medical Chamber,2018,255,Age of Rebellion,SW0957,Luke Skywalker,Rebel Alliance,protagonist
75203-1,Hoth Medical Chamber,2018,255,Age of Rebellion,SW0958,Princess Leia,Rebel Alliance,protagonist
75203-1,Hoth Medical Chamber,2018,255,Age of Rebellion,SW0959,FX-9 Medical Assistant Droid,Rebel Alliance,neutral
75205-1,Mos Eisley Cantina,2018,376,Age of Rebellion,SW0771,Han Solo,Rebel Alliance,protagonist
75205-1,Mos Eisley Cantina,2018,376,Age of Rebellion,SW0893,Wuher,none,neutral
75205-1,Mos Eisley Cantina,2018,376,Age of Rebellion,SW0894,Sandtrooper,Galactic Empire,antagonist
75205-1,Mos Eisley Cantina,2018,376,Age of Rebellion,SW0898,Greedo,Hutt Clan,antagonist
75206-1,Jedi and Clone Troopers Battle Pack,2018,102,Fall of the Jedi,SW0909,Barriss Offee,"Galactic Republic, Jedi",protagonist
75206-1,Jedi and Clone Troopers Battle Pack,2018,102,Fall of the Jedi,SW0910,Clone Trooper,Galactic Republic,protagonist
75206-1,Jedi and Clone Troopers Battle Pack,2018,102,Fall of the Jedi,SW0911,Ki-Adi-Mundi,"Jedi Order, Galactic Republic",protagonist
75207-1,Imperial Patrol Battle Pack,2018,99,Reign of the Empire,SW0912,Imperial Emigration Officer,Galactic Empire,antagonist
75207-1,Imperial Patrol Battle Pack,2018,99,Reign of the Empire,SW0913,Imperial Recruitment Officer,Galactic Empire,antagonist
75207-1,Imperial Patrol Battle Pack,2018,99,Reign of the Empire,SW0914,Imperial Patrol Trooper,Galactic Empire,antagonist
75208-1,Yoda's Hut,2018,229,Age of Rebellion,SW0906,Yoda,Jedi Order,protagonist
75208-1,Yoda's Hut,2018,229,Age of Rebellion,SW0907,Luke Skywalker,Rebel Alliance,protagonist
75208-1,Yoda's Hut,2018,229,Age of Rebellion,SW0908,R2-D2,Rebel Alliance,protagonist
75209-1,Han Solo's Landspeeder,2018,345,Reign of the Empire,SW0915,Han Solo,"White Worms, Galactic Empire, Crimson Dawn",protagonist
75209-1,Han Solo's Landspeeder,2018,345,Reign of the Empire,SW0916,Qi'ra,"White Worms, Crimson Dawn",protagonist
75210-1,Moloch's Landspeeder,2018,464,Reign of the Empire,SW0917,Moloch,White Worms,antagonist
75210-1,Moloch's Landspeeder,2018,464,Reign of the Empire,SW0918,Rebolt,White Worms,antagonist
75211-1,Imperial TIE Fighter,2018,519,Reign of the Empire,SW0919,Tobias Beckett,Crimson Dawn,protagonist
75211-1,Imperial TIE Fighter,2018,519,Reign of the Empire,SW0925,Han Solo,"White Worms, Galactic Empire, Crimson Dawn",protagonist
75211-1,Imperial TIE Fighter,2018,519,Reign of the Empire,SW0926,TIE Fighter Pilot,Galactic Empire,antagonist
75211-1,Imperial TIE Fighter,2018,519,Reign of the Empire,SW0927,Mimban Stormtrooper,Galactic Empire,antagonist
75212-1,Kessel Run Millennium Falcon,2018,1414,Reign of the Empire,SW0920,Qi'ra,"White Worms, Crimson Dawn",protagonist
75212-1,Kessel Run Millennium Falcon,2018,1414,Reign of the Empire,SW0921,Han Solo,"White Worms, Galactic Empire, Crimson Dawn",protagonist
75212-1,Kessel Run Millennium Falcon,2018,1414,Reign of the Empire,SW0922,Chewbacca,Crimson Dawn,protagonist
75212-1,Kessel Run Millennium Falcon,2018,1414,Reign of the Empire,SW0923,Lando Calrissian,none,protagonist
75212-1,Kessel Run Millennium Falcon,2018,1414,Reign of the Empire,SW0924,Quay Tolsite,Pyke Syndicate,antagonist
75212-1,Kessel Run Millennium Falcon,2018,1414,Reign of the Empire,SW0928,DD-BD,Pyke Syndicate,antagonist
75212-1,Kessel Run Millennium Falcon,2018,1414,Reign of the Empire,SW0929,Kessel Operations Droid,Pyke Syndicate,antagonist
75214-1,Anakin's Jedi Starfighter,2018,247,Fall of the Jedi,SW0527,R2-D2,Galactic Republic,protagonist
75214-1,Anakin's Jedi Starfighter,2018,247,Fall of the Jedi,SW0939,Anakin Skywalker,"Jedi Order, Galactic Republic",protagonist
75215-1,Cloud-Rider Swoop Bikes,2018,355,Reign of the Empire,SW0940,Enfys Nest,Cloud-Riders,antagonist
75215-1,Cloud-Rider Swoop Bikes,2018,355,Reign of the Empire,SW0941,Tobias Beckett,Crimson Dawn,protagonist
75215-1,Cloud-Rider Swoop Bikes,2018,355,Reign of the Empire,SW0942,Weazel,Cloud-Riders,antagonist
75216-1,Snoke's Throne Room,2018,492,Rise of the First Order,SW0856,Supreme Leader Snoke,First Order,antagonist
75216-1,Snoke's Throne Room,2018,492,Rise of the First Order,SW0866,Rey,Resistance,protagonist
75216-1,Snoke's Throne Room,2018,492,Rise of the First Order,SW0885,Kylo Ren,First Order,antagonist
75216-1,Snoke's Throne Room,2018,492,Rise of the First Order,SW0947,Elite Praetorian Guard,First Order,antagonist
75217-1,Imperial Conveyex Transport,2018,622,Reign of the Empire,SW0948,Chewbacca,Crimson Dawn,protagonist
75217-1,Imperial Conveyex Transport,2018,622,Reign of the Empire,SW0949,Han Solo,"White Worms, Galactic Empire, Crimson Dawn",protagonist
75217-1,Imperial Conveyex Transport,2018,622,Reign of the Empire,SW0950,Range Trooper,Galactic Empire,antagonist
